strategy,rsi_period,sma_period,rsi_buy,rsi_sell,capital_final,total_return,sharpe_ratio,max_drawdown,timestamp
rsi_sma,14,10,30,70,10524.45,5.24,0.49,-3.18,2025-06-24T10:19:27.994478
rsi_sma,14,15,40,60,9667.79,-3.32,-0.35,-5.81,2025-06-24T10:19:28.057544
rsi_sma,14,15,40,65,9992.5,-0.08,-0.71,-0.08,2025-06-24T10:19:28.120907
rsi_sma,14,15,40,70,9992.5,-0.08,-0.71,-0.08,2025-06-24T10:19:28.183871
rsi_sma,14,15,35,60,10000.0,0.0,0.0,0.0,2025-06-24T10:19:28.247071
rsi_sma,14,15,35,65,10000.0,0.0,0.0,0.0,2025-06-24T10:19:28.312693
rsi_sma,14,15,35,70,10000.0,0.0,0.0,0.0,2025-06-24T10:19:28.379157
rsi_sma,14,15,30,60,10000.0,0.0,0.0,0.0,2025-06-24T10:19:28.442363
rsi_sma,14,15,30,65,10000.0,0.0,0.0,0.0,2025-06-24T10:19:28.505928
rsi_sma,14,15,30,70,10000.0,0.0,0.0,0.0,2025-06-24T10:19:28.568985
rsi_sma,14,20,40,60,9992.5,-0.08,-0.71,-0.08,2025-06-24T10:19:28.632394
rsi_sma,14,20,40,65,9992.5,-0.08,-0.71,-0.08,2025-06-24T10:19:28.696299
rsi_sma,14,20,40,70,9992.5,-0.08,-0.71,-0.08,2025-06-24T10:19:28.759501
rsi_sma,14,20,35,60,10000.0,0.0,0.0,0.0,2025-06-24T10:19:28.822984
rsi_sma,14,20,35,65,10000.0,0.0,0.0,0.0,2025-06-24T10:19:28.886139
rsi_sma,14,20,35,70,10000.0,0.0,0.0,0.0,2025-06-24T10:19:28.949278
rsi_sma,14,20,30,60,10000.0,0.0,0.0,0.0,2025-06-24T10:19:29.014091
rsi_sma,14,20,30,65,10000.0,0.0,0.0,0.0,2025-06-24T10:19:29.077276
rsi_sma,14,20,30,70,10000.0,0.0,0.0,0.0,2025-06-24T10:19:29.140481
rsi_sma,14,30,40,60,9545.59,-4.54,-0.73,-4.68,2025-06-24T10:19:29.203565
rsi_sma,14,30,40,65,9588.32,-4.12,-0.71,-4.26,2025-06-24T10:19:29.267590
rsi_sma,14,30,40,70,9483.28,-5.17,-0.94,-5.17,2025-06-24T10:19:29.330798
rsi_sma,14,30,35,60,9989.93,-0.1,-0.9,-0.1,2025-06-24T10:19:29.394206
rsi_sma,14,30,35,65,9581.38,-4.19,-0.72,-4.19,2025-06-24T10:19:29.457076
rsi_sma,14,30,35,70,9623.93,-3.76,-0.72,-3.76,2025-06-24T10:19:29.520068
rsi_sma,14,30,30,60,10000.0,0.0,0.0,0.0,2025-06-24T10:19:29.583140
rsi_sma,14,30,30,65,10000.0,0.0,0.0,0.0,2025-06-24T10:19:29.646225
rsi_sma,14,30,30,70,10000.0,0.0,0.0,0.0,2025-06-24T10:19:29.708963
rsi_sma,21,10,40,60,9749.13,-2.51,-0.37,-4.17,2025-06-24T10:19:29.772130
