strategy,rsi_period,sma_period,rsi_buy,rsi_sell,capital_final,total_return,sharpe_ratio,max_drawdown,timestamp
rsi_sma,10,10,30,65,9952.27,-0.48,-11.96,-0.48,2025-07-04T09:31:02.431103
rsi_sma,10,10,30,70,9952.27,-0.48,-11.96,-0.48,2025-07-04T09:31:02.481518
rsi_sma,10,15,40,60,9891.67,-1.08,-7.24,-1.3,2025-07-04T09:31:02.528742
rsi_sma,10,15,40,65,10129.55,1.3,9.68,-0.08,2025-07-04T09:31:02.576122
rsi_sma,10,15,40,70,9992.5,-0.08,-10.25,-0.08,2025-07-04T09:31:02.623395
rsi_sma,10,15,35,60,10000.0,0.0,0.0,0.0,2025-07-04T09:31:02.672421
rsi_sma,10,15,35,65,10000.0,0.0,0.0,0.0,2025-07-04T09:31:02.720231
rsi_sma,10,15,35,70,10000.0,0.0,0.0,0.0,2025-07-04T09:31:02.767453
rsi_sma,10,15,30,60,10000.0,0.0,0.0,0.0,2025-07-04T09:31:02.815121
rsi_sma,10,15,30,65,10000.0,0.0,0.0,0.0,2025-07-04T09:31:02.862504
rsi_sma,10,15,30,70,10000.0,0.0,0.0,0.0,2025-07-04T09:31:02.909630
rsi_sma,10,20,40,60,10200.83,2.01,7.6,-0.43,2025-07-04T09:31:02.956616
rsi_sma,10,20,40,65,10173.35,1.73,6.28,-0.61,2025-07-04T09:31:03.005443
rsi_sma,10,20,40,70,10201.61,2.02,9.53,-0.08,2025-07-04T09:31:03.052477
rsi_sma,10,20,35,60,9939.67,-0.6,-16.02,-0.6,2025-07-04T09:31:03.104384
rsi_sma,10,20,35,65,9902.97,-0.97,-16.75,-0.97,2025-07-04T09:31:03.160838
rsi_sma,10,20,35,70,10201.61,2.02,9.53,-0.08,2025-07-04T09:31:03.208563
rsi_sma,10,20,30,60,10000.0,0.0,0.0,0.0,2025-07-04T09:31:03.260828
rsi_sma,10,20,30,65,10000.0,0.0,0.0,0.0,2025-07-04T09:31:03.317178
rsi_sma,10,20,30,70,10000.0,0.0,0.0,0.0,2025-07-04T09:31:03.366051
rsi_sma,10,30,40,60,9935.72,-0.64,-3.56,-1.11,2025-07-04T09:31:03.418540
rsi_sma,10,30,40,65,9929.44,-0.71,-3.91,-1.15,2025-07-04T09:31:03.465961
rsi_sma,10,30,40,70,10166.85,1.67,6.04,-0.79,2025-07-04T09:31:03.513044
rsi_sma,10,30,35,60,9865.61,-1.34,-19.74,-1.34,2025-07-04T09:31:03.560215
rsi_sma,10,30,35,65,9850.72,-1.49,-20.25,-1.49,2025-07-04T09:31:03.607392
rsi_sma,10,30,35,70,9889.48,-1.11,-17.43,-1.11,2025-07-04T09:31:03.654872
rsi_sma,10,30,30,60,9918.33,-0.82,-14.89,-0.82,2025-07-04T09:31:03.708220
rsi_sma,10,30,30,65,9903.37,-0.97,-16.13,-0.97,2025-07-04T09:31:03.757810
rsi_sma,10,30,30,70,9931.24,-0.69,-12.87,-0.69,2025-07-04T09:31:03.805477
rsi_sma,14,10,40,60,9724.71,-2.75,-26.46,-2.76,2025-07-04T09:31:03.852837
rsi_sma,14,10,40,65,9936.82,-0.63,-3.28,-1.62,2025-07-04T09:31:03.900638
rsi_sma,14,10,40,70,9965.28,-0.35,-5.75,-0.73,2025-07-04T09:31:03.952676
rsi_sma,14,10,35,60,9819.29,-1.81,-24.26,-1.81,2025-07-04T09:31:03.999831
rsi_sma,14,10,35,65,9847.99,-1.52,-11.56,-1.52,2025-07-04T09:31:04.048212
rsi_sma,14,10,35,70,9943.22,-0.57,-13.04,-0.57,2025-07-04T09:31:04.095261
rsi_sma,14,10,30,60,9867.69,-1.32,-21.07,-1.32,2025-07-04T09:31:04.142453
rsi_sma,14,10,30,65,9878.92,-1.21,-8.99,-1.48,2025-07-04T09:31:04.189962
rsi_sma,14,10,30,70,9974.45,-0.26,-4.96,-0.52,2025-07-04T09:31:04.237874
rsi_sma,14,15,40,60,9793.65,-2.06,-25.9,-2.06,2025-07-04T09:31:04.285371
rsi_sma,14,15,40,65,9992.5,-0.08,-10.25,-0.08,2025-07-04T09:31:04.332907
rsi_sma,14,15,40,70,9992.5,-0.08,-10.25,-0.08,2025-07-04T09:31:04.380007
rsi_sma,14,15,35,60,9930.9,-0.69,-23.36,-0.69,2025-07-04T09:31:04.427310
rsi_sma,14,15,35,65,9992.5,-0.08,-10.25,-0.08,2025-07-04T09:31:04.477605
rsi_sma,14,15,35,70,9992.5,-0.08,-10.25,-0.08,2025-07-04T09:31:04.524675
rsi_sma,14,15,30,60,9974.87,-0.25,-13.45,-0.25,2025-07-04T09:31:04.571717
rsi_sma,14,15,30,65,9992.5,-0.08,-10.25,-0.08,2025-07-04T09:31:04.618892
rsi_sma,14,15,30,70,9992.5,-0.08,-10.25,-0.08,2025-07-04T09:31:04.666169
rsi_sma,14,20,40,60,9992.5,-0.08,-10.25,-0.08,2025-07-04T09:31:04.713962
rsi_sma,14,20,40,65,9992.5,-0.08,-10.25,-0.08,2025-07-04T09:31:04.761016
rsi_sma,14,20,40,70,9992.5,-0.08,-10.25,-0.08,2025-07-04T09:31:04.808466
rsi_sma,14,20,35,60,10000.0,0.0,0.0,0.0,2025-07-04T09:31:04.857067
rsi_sma,14,20,35,65,10000.0,0.0,0.0,0.0,2025-07-04T09:31:04.904600
rsi_sma,14,20,35,70,10000.0,0.0,0.0,0.0,2025-07-04T09:31:04.951900
rsi_sma,14,20,30,60,10000.0,0.0,0.0,0.0,2025-07-04T09:31:04.999027
rsi_sma,14,20,30,65,10000.0,0.0,0.0,0.0,2025-07-04T09:31:05.051348
rsi_sma,14,20,30,70,10000.0,0.0,0.0,0.0,2025-07-04T09:31:05.101922
rsi_sma,14,30,40,60,9880.86,-1.19,-20.79,-1.19,2025-07-04T09:31:05.152518
rsi_sma,14,30,40,65,10137.86,1.38,4.61,-1.4,2025-07-04T09:31:05.199883
rsi_sma,14,30,40,70,9992.5,-0.08,-10.25,-0.08,2025-07-04T09:31:05.247385
rsi_sma,14,30,35,60,9992.5,-0.08,-10.25,-0.08,2025-07-04T09:31:05.295342
rsi_sma,14,30,35,65,9992.5,-0.08,-10.25,-0.08,2025-07-04T09:31:05.343311
rsi_sma,14,30,35,70,9992.5,-0.08,-10.25,-0.08,2025-07-04T09:31:05.391135
rsi_sma,14,30,30,60,10000.0,0.0,0.0,0.0,2025-07-04T09:31:05.438908
rsi_sma,14,30,30,65,10000.0,0.0,0.0,0.0,2025-07-04T09:31:05.489710
rsi_sma,14,30,30,70,10000.0,0.0,0.0,0.0,2025-07-04T09:31:05.537485
rsi_sma,21,10,40,60,9917.02,-0.83,-6.15,-1.44,2025-07-04T09:31:05.584988
rsi_sma,21,10,40,65,10081.55,0.82,3.7,-1.55,2025-07-04T09:31:05.632391
rsi_sma,21,10,40,70,10037.84,0.38,1.98,-1.26,2025-07-04T09:31:05.679813
rsi_sma,21,10,35,60,9912.64,-0.87,-9.94,-1.08,2025-07-04T09:31:05.727723
rsi_sma,21,10,35,65,10112.04,1.12,5.35,-1.21,2025-07-04T09:31:05.776030
rsi_sma,21,10,35,70,10072.04,0.72,3.96,-0.92,2025-07-04T09:31:05.823836
rsi_sma,21,10,30,60,9934.63,-0.65,-7.24,-1.0,2025-07-04T09:31:05.871333
rsi_sma,21,10,30,65,9971.09,-0.29,-2.02,-1.21,2025-07-04T09:31:05.918993
rsi_sma,21,10,30,70,9907.55,-0.92,-12.13,-0.92,2025-07-04T09:31:05.966668
rsi_sma,21,15,40,60,10072.94,0.73,3.62,-1.33,2025-07-04T09:31:06.014503
rsi_sma,21,15,40,65,10097.42,0.97,4.36,-1.54,2025-07-04T09:31:06.062408
rsi_sma,21,15,40,70,9992.5,-0.08,-10.25,-0.08,2025-07-04T09:31:06.109752
rsi_sma,21,15,35,60,10178.41,1.78,10.36,-0.21,2025-07-04T09:31:06.157556
rsi_sma,21,15,35,65,10206.28,2.06,10.74,-0.43,2025-07-04T09:31:06.205224
rsi_sma,21,15,35,70,9992.5,-0.08,-10.25,-0.08,2025-07-04T09:31:06.252549
rsi_sma,21,15,30,60,10025.43,0.25,5.76,-0.18,2025-07-04T09:31:06.299818
rsi_sma,21,15,30,65,10052.87,0.53,5.6,-0.4,2025-07-04T09:31:06.347459
rsi_sma,21,15,30,70,9992.5,-0.08,-10.25,-0.08,2025-07-04T09:31:06.395028
rsi_sma,21,20,40,60,10029.88,0.3,1.5,-1.57,2025-07-04T09:31:06.442730
rsi_sma,21,20,40,65,9994.55,-0.05,-0.15,-1.57,2025-07-04T09:31:06.493418
rsi_sma,21,20,40,70,9992.5,-0.08,-10.25,-0.08,2025-07-04T09:31:06.540982
rsi_sma,21,20,35,60,10037.58,0.38,8.43,-0.08,2025-07-04T09:31:06.588250
rsi_sma,21,20,35,65,9992.5,-0.08,-10.25,-0.08,2025-07-04T09:31:06.635835
rsi_sma,21,20,35,70,9992.5,-0.08,-10.25,-0.08,2025-07-04T09:31:06.683168
rsi_sma,21,20,30,60,10000.0,0.0,0.0,0.0,2025-07-04T09:31:06.732523
rsi_sma,21,20,30,65,10000.0,0.0,0.0,0.0,2025-07-04T09:31:06.780078
rsi_sma,21,20,30,70,10000.0,0.0,0.0,0.0,2025-07-04T09:31:06.827616
rsi_sma,21,30,40,60,9992.5,-0.08,-10.25,-0.08,2025-07-04T09:31:06.875129
rsi_sma,21,30,40,65,9992.5,-0.08,-10.25,-0.08,2025-07-04T09:31:06.922599
rsi_sma,21,30,40,70,9992.5,-0.08,-10.25,-0.08,2025-07-04T09:31:06.971213
rsi_sma,21,30,35,60,10000.0,0.0,0.0,0.0,2025-07-04T09:31:07.019297
rsi_sma,21,30,35,65,10000.0,0.0,0.0,0.0,2025-07-04T09:31:07.067701
rsi_sma,21,30,35,70,10000.0,0.0,0.0,0.0,2025-07-04T09:31:07.115325
rsi_sma,21,30,30,60,10000.0,0.0,0.0,0.0,2025-07-04T09:31:07.163104
rsi_sma,21,30,30,65,10000.0,0.0,0.0,0.0,2025-07-04T09:31:07.210580
rsi_sma,21,30,30,70,10000.0,0.0,0.0,0.0,2025-07-04T09:31:07.258125
